keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
merger attorney,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,1,Colorado Mergers and Acquisitions Lawyers | Baker Law Group,https://jbakerlawgroup.com/colorado-mergers-and-acquisitions-lawyers/,"If you are considering a merger or Acquistion, contact a merger and Acquistion attorney from Baker Law Group. ... Greenwood Village, Colorado: 8301 E Prentice Ave ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
merger attorney,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,2,Westminster Mergers and Acquisitions Lawyer - Baker Law Group,https://jbakerlawgroup.com/westminster-mergers-and-acquisitions-lawyer/,"Baker Law Group expertly handles Westminster Mergers and Acquisitions, ensuring seamless transactions and legal guidance for business success.",,,,,,,,,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
merger attorney,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,3,"Denver, CO Mergers and Acquisitions (M&A) Lawyers | Sequoia Legal",https://sequoialegal.com/corporate-commercial-law/mergers-acquisitions,"Get the best legal advice from our expert M&A lawyers in Denver, Colorado, for all aspects of business transactions, integration, and M&A advisory services.",,,,,,,,,sequoialegal.com,28,38,3,2960,484,8611,,
mergers & acquisitions attorney,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,1,Colorado Mergers and Acquisitions Lawyers | Baker Law Group,https://jbakerlawgroup.com/colorado-mergers-and-acquisitions-lawyers/,Considering buying or selling a business in Colorado? Get expert legal guidance from our M&A lawyers at Baker Law Group.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
mergers & acquisitions attorney,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,2,"Denver, CO Mergers and Acquisitions (M&A) Lawyers | Sequoia Legal",https://sequoialegal.com/corporate-commercial-law/mergers-acquisitions,"Our attorneys have decades of experience handling corporate mergers and acquisitions transactions. We have represented buyers, sellers, lenders, and other ...",,,,,,,,,sequoialegal.com,28,38,3,2960,484,8611,,
mergers & acquisitions attorney,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,3,Denver Mergers and Acquisitions Lawyer - Baker Law Group,https://jbakerlawgroup.com/denver-mergers-and-acquisitions-lawyer/,"Baker Law Group expertly handles Denver Mergers and Acquisitions, ensuring seamless transactions and legal guidance for business success.",,,,,,,,,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
mergers & acquisitions lawyer,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,1,Colorado Mergers and Acquisitions Lawyers | Baker Law Group,https://jbakerlawgroup.com/colorado-mergers-and-acquisitions-lawyers/,Considering buying or selling a business in Colorado? Get expert legal guidance from our M&A lawyers at Baker Law Group.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
mergers & acquisitions lawyer,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,3,"Denver, CO Mergers and Acquisitions (M&A) Lawyers | Sequoia Legal",https://sequoialegal.com/corporate-commercial-law/mergers-acquisitions,"Get the best legal advice from our expert M&A lawyers in Denver, Colorado, for all aspects of business transactions, integration, and M&A advisory services.",,,,,,,,,sequoialegal.com,28,38,3,2960,484,8611,,
mergers acquisitions law firm,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,1,"Denver, CO Mergers and Acquisitions (M&A) Lawyers | Sequoia Legal",https://sequoialegal.com/corporate-commercial-law/mergers-acquisitions,"Get the best legal advice from our expert M&A lawyers in Denver, Colorado, for all aspects of business transactions, integration, and M&A advisory services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,sequoialegal.com,28,38,3,2960,484,8611,,
mergers acquisitions law firm,Greenwood Village,business law High Volume-- Greenwood Village.xlsx,3,Denver Mergers and Acquisitions Lawyer - Baker Law Group,https://jbakerlawgroup.com/denver-mergers-and-acquisitions-lawyer/,"Baker Law Group expertly handles Denver Mergers and Acquisitions, ensuring seamless transactions and legal guidance for business success.",,,,,,,,,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
best employment lawyers in greenwood village,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,"TOP 10 BEST Employment Law in Greenwood Village, CO ... - Yelp",https://m.yelp.com/search?find_desc=Employment+Law&find_loc=Greenwood+Village%2C+CO,"Top 10 Best Employment Law in Greenwood Village, CO - April 2025 - Yelp - Hansen Law Firm, Kishinevsky & Raykin, Attorneys at Law, Miller & Law P.C., ...",,,,,,,,,m.yelp.com,0,0,0,0,0,0,,
employment discrimination attorney near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,Denver Work Discrimination Lawyer | Call a TOP Attorney,https://elkusandsisson.com/practice-areas/employment-law/discrimination/,"Find out how our employment discrimination attorneys can help you; call us at (303) 500-3995 to schedule your initial, confidential consultation.",,,,,,,,,elkusandsisson.com,29,34,1,3597,390,4225,,
federal workers comp lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,1,Colorado FERS Federal Disability Retirement & OWCP Attorneys,https://www.federaldisability.com/who-we-help/colorado/,"... OWCP Federal Workers' Compensation. Get help today. Serving Denver, Greenwood Village, Aurora, Boulder & More. Colorado Federal Employee Benefits Lawyers. The ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,federaldisability.com,28,38,1,8917,992,8962,,
federal workers comp lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,2,Federal Workers Comp Attorney - Denver Lawyer Gregory A. Hall,https://adenverlawyer.com/legal-areas/federal-workers-compensation-attorney/,Missing: Greenwood Village,,,,,,,,,adenverlawyer.com,20,32,1,690,199,9236,,
greenwood village employment discrimination attorney,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,Greenwood Village Employment Law | Colorado Lawyer Team,https://colawteam.com/practice-areas/greenwood-village-employment-law/,"Discrimination and Harassment: We are well-versed in handling cases involving discrimination based on race, gender, age, disability, religion, and other ...",,,,,,,,,colawteam.com,25,38,1,2971,400,3030,,
employment lawyers that work on contingency near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,1,Seattle Employment Lawyer | Lawyers for Employee Rights Law,https://www.honeslaw.com/,Missing: Greenwood Village,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,honeslaw.com,25,24,50,373,117,497,,
employment lawyers that work on contingency near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,2,Experienced Bellevue Employment Lawyers | HKM Attorneys,https://hkm.com/bellevue/,"HKM Employment Attorneys is an employment law firm serving Bellevue and the Seattle area, ensuring employees have reliable representation.",,,,,,,,,hkm.com,44,47,6,44408,2809,92723,,
employment lawyers that work on contingency near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,"Employment & Labor Law Attorney in Denver, CO - Weeks Law Group",https://www.weekslawyer.com/employment-law,"We represent people when they have been overlooked for promotion, retaliated against with demotions, tougher work conditions, constructive firing or other acts ...",,,,,,,,,weekslawyer.com,14,20,-1,998,46,999,,
labor and employment attorney greenwood village,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,2,Denver Greenwood Village - Messner Reeves LLP,https://messner.com/locations/denver-greenwood-village/,Messner Reeves has particular knowledge and expertise in Crisis Management; Corporate & Securities; Intellectual Property; Labor & Employment; Litigation; ...,,,,,,,,,messner.com,37,40,1,13486,683,14110,,
pregnancy discrimination lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,2,Pregnancy Discrimination | Denver Employment Lawyer Murray Law,https://www.smurraylaw.com/practice-areas/civil-rights/pregnancy-discrimination/,Missing: Greenwood Village,,,,,,,,,smurraylaw.com,20,26,8,5408,98,6714,,
pregnancy discrimination lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,Denver Work Discrimination Lawyer | Call a TOP Attorney,https://elkusandsisson.com/practice-areas/employment-law/discrimination/,"Find out how our employment discrimination attorneys can help you; call us at (303) 500-3995 to schedule your initial, confidential consultation.",,,,,,,,,elkusandsisson.com,29,34,1,3597,390,4225,,
work related injury lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,1,Orlando Workers Compensation Lawyer | Workplace Injury,https://www.thefloridafirm.com/workplace-injury/,Missing: Greenwood Village,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,thefloridafirm.com,29,37,3,16702,809,17756,,
work related injury lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,Workplace Injury Lawyer in Orlando | Free Evaluations,https://www.boginmunns.com/areas-we-serve/orlando-fl/workplace-injury-lawyer/,"An Orlando workplace injury lawyer from our firm can help you take your Orlando case to civil court, file a workers' compensation claim, and everything in ...",,,,,,,,,boginmunns.com,34,42,-1,106233,1551,961177,,
workplace harassment attorney near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,California Workplace Harassment Lawyer - $1B recovered,https://shegerianlaw.com/practice-areas/hostile-workplace/,Missing: Greenwood Village,,,,,,,,,shegerianlaw.com,42,44,1,6036,1681,57891,,
workplace harassment lawyers near me,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,Greenwood Village Employment Law | Colorado Lawyer Team,https://colawteam.com/practice-areas/greenwood-village-employment-law/,"Discrimination and Harassment: We are well-versed in handling cases involving discrimination based on race, gender, age, disability, religion, and other ...",,,,,,,,,colawteam.com,25,38,1,2971,400,3030,,
wrongful termination attorney greenwood village,Greenwood Village,LaborAndEmployement-LongTail -- Greenwood Village.xlsx,3,Greenwood Village Employment Law | Colorado Lawyer Team,https://colawteam.com/practice-areas/greenwood-village-employment-law/,"Wrongful Termination: If you believe you have been unlawfully terminated, we will assess your case, gather evidence, and fight for your rights. Discrimination ...",,,,,,,,,colawteam.com,25,38,1,2971,400,3030,,
environmental attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,3,"Scott Clark CEO/Shareholder - Burns, Figa & Will",https://www.bfwlaw.com/people/scott-clark/,"Mr. Clark represents clients on a wide range of environmental and natural resources issues, including CERCLA, RCRA, Clean Water Act, Clean Air Act, NEPA and ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
environmental regulatory compliance attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,1,"J. Kemper Will Shareholder - Burns, Figa & Will",https://www.bfwlaw.com/people/kemper-will/,"Kemp Will founded the Firm's Environmental Group. He began his environmental practice over 40 years ago, when the environmental field was nascent, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bfwlaw.com,26,33,7,2239,247,3686,,
environmental regulatory compliance attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,3,"Scott Clark CEO/Shareholder - Burns, Figa & Will",https://www.bfwlaw.com/people/scott-clark/,"Mr. Clark represents clients on a wide range of environmental and natural resources issues, including CERCLA, RCRA, Clean Water Act, Clean Air Act, NEPA and ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
environmental litigation attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,2,"Environmental Litigation - Burns, Figa & Will",https://www.bfwlaw.com/practice/environmental-litigation/,"Our attorneys regularly handle a range of environmental cases, including: ... Greenwood Village, CO 80111. Tel (303) 796-2626. Fax (303) 796-2777. Email info ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
land use and environmental attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,1,Colorado Land Use Lawyer - Baker Law Group,https://jbakerlawgroup.com/colorado-land-use-lawyer/,Our experienced Colorado land use attorneys are dedicated to helping clients navigate the complex and often confusing regulations governing land use and zoning.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
land use and environmental attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,2,"Denver Land Use Lawyer | Baker Law Group, PLLC",https://jbakerlawgroup.com/denver-land-use-lawyer/,"Need a land use lawyer in Denver? Baker Law Group offers expert legal advice and representation on zoning, planning, and land development issues to help you ...",,,,,,,,,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
land use and environmental attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,3,"Scott Clark CEO/Shareholder - Burns, Figa & Will",https://www.bfwlaw.com/people/scott-clark/,"Clark's practice also includes water rights, real estate, mineral leasing and land use proceedings. ... Greenwood Village, CO 80111. Tel (303) 796-2626. Fax ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
water rights attorney,Greenwood Village,EnvironmentalLaw-HighVolume-- Greenwood Village.xlsx,1,Water Law Attorneys - Nazarenus Stack & Wombacher LLC,https://www.nswlaw.com/,"Experienced Attorneys Assisting with Water and Water Rights Issues ... Greenwood Village, CO 80111 Telephone: (720) 647-5661. Disclaimer. Nazarenus ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,nswlaw.com,7,21,-1,76,25,77,,
